"fila_excel","tax","elev_msnm","colector","herbario","localidad","pais","departamento","municipio","fecha","habito","id","subpop_id"
566,"Serpocaulon latissimum",NA,"O.S. de Benavides 3099","PSO 10676","Colombia, Nariño, corregimiento de Altaquer-La Ensillada.","Colombia","Nariño","corregimiento de Altaquer-La Ensillada.","29922",NA,604,3
567,"Serpocaulon latissimum",11,"Ramírez P. B. R. 12199","CAUP 10727","Colombia, Nariño, Tumaco, Llorente, vereda El Pinde, km 71 Tumaco-Pasto, finca La Cabaña.","Colombia","Nariño","Tumaco","36313","He",605,4
568,"Serpocaulon latissimum",11,"Ramírez P. B. R. 12199","PSO 36475","Colombia, Nariño, Tumaco, Llorente, vereda El Pinde, km 71 Tumaco-Pasto, finca La Cabaña.","Colombia","Nariño","Tumaco","36313","He",606,4
569,"Serpocaulon latissimum",168,"Cuatrecasas J. 10673","COL 000335837","Colombia, Putumayo, Puerto Porvenir, arriba de Puerto Ospina hacia la Loma, selva higrofila del río Putumayo.","Colombia","Putumayo","Puerto Porvenir","14934","He",607,18
570,"Serpocaulon latissimum",NA,"Hagemann & Leist 2033","PSO 14733","Colombia, Putumayo, trayecto Puerto Asís a Orito.","Colombia","Putumayo","trayecto Puerto Asís a Orito.","26712",NA,608,1
571,"Serpocaulon latissimum",NA,"Croat T.B. 51751","COL 000336466","Colombia, Putumayo, Mocoa, along S bank of río Mocoa","Colombia","Putumayo","Mocoa","29557",NA,609,2
572,"Serpocaulon latissimum",93,"Haught O. 1811","COL 000335840","Colombia, Santander, Puerto Berrio, betwen Carare and Magdalena rivers.","Colombia","Santander","Puerto Berrio","12960",NA,610,23
573,"Serpocaulon latissimum",20,"Wolfgang Hagemann 461","COL 338934","Colombia, Valle-El Calima","Colombia","Valle-El Calima",NA,"24732","He",611,6
574,"Serpocaulon levigatum",2639,"Arbeláez A.L. et al., 513","HUA 76395","Colombia, Antioqiua, Belmira, vereda El Yerbal, sitio Los Patos, margen izquierda del río Chico, Alto de Sabanazos, subparamos.","Colombia","Antioqiua","Belmira","33352","He",613,49
575,"Serpocaulon levigatum",2639,"Vasco A. & A. M. Benavides 570","HUA 177556","Colombia, Antioquai, Belmira, vereda Los Patos, camino hacia el páramo de Santa Inés.","Colombia","Antioquai","Belmira","38563","He",615,49
576,"Serpocaulon levigatum",3060,"Solano, F. et al., 104","CUCV 2753","Colombia, Antioquia, a un lado de la carretera que conduce al cerro Los Baldios.","Colombia","Antioquia","a un lado de la carretera que conduce al cerro Los Baldios.","24649","He",617,48
577,"Serpocaulon levigatum",NA,"Atehortua L. 337","HUA 7987","Colombia, Antioquia, Fredonia, Cerro Bravo.","Colombia","Antioquia","Fredonia","28064","He",618,45
578,"Serpocaulon levigatum",NA,"Atehortua L. 351","HUA 986","Colombia, Antioquia, El Retiro","Colombia","Antioquia","El Retiro","28246","He",619,58
579,"Serpocaulon levigatum",NA,"Pérez V. 59","HUA 15261","Colombia, Antioquia, Medellín, vereda Matasanos, bosque secundario.","Colombia","Antioquia","Medellín","28709",NA,620,48
580,"Serpocaulon levigatum",3072,"Callejas R. et al., 823","COL 210654","Colombia, Antioquia, Alto de Boqueron, carretera que se dirigje a las antenas receptoras de Telecom.","Colombia","Antioquia","Alto de Boqueron","28718","He",621,48
581,"Serpocaulon levigatum",NA,"Hoyos S. et al., 29","HUA 19835","Colombia, Antioquia, Yarumal, carretera entre Yarumal y El Alto de Ventanas","Colombia","Antioquia","Yarumal","29061","He",622,60
582,"Serpocaulon levigatum",NA,"Hoyos S. et al., 29","JAUM 2281","Colombia, Antioquia, Yarumal, carretera entre Yarumal y El Alto de Ventanas","Colombia","Antioquia","Yarumal","29061",NA,623,60
583,"Serpocaulon levigatum",NA,"Bolaños B. et al., 7","JAUM 2244","Colombia, Antioquia, Yarumal.","Colombia","Antioquia","Yarumal.","29092",NA,624,60
584,"Serpocaulon levigatum",NA,"Hernandez J., et al., 532","HUA 16883","Colombia, Antioquia, San Cristobal, paraje Boquerón, por la carretera al mar.","Colombia","Antioquia","San Cristobal","30238","He",625,48
585,"Serpocaulon levigatum",NA,"Roldan F.J. et al., 41","HUA 24114","Colombia, Antioquia, Guarne, vereda Piedras Blancas cerca de la represa bmh-MB","Colombia","Antioquia","Guarne","30723",NA,628,48
586,"Serpocaulon levigatum",NA,"Roldán F.J. et al., 64","HUA 24091","Colombia, Antioquia, Guarne, vereda Piedras Blancas cerca de la represa bmh-MB","Colombia","Antioquia","Guarne","30723",NA,629,48
587,"Serpocaulon levigatum",NA,"Albert de Escobar L. et al., 4517","HUA 21998","Colombia, Antioquia, Caldas, vereda la Corrala, bosque húmedo, finca La Zarza.","Colombia","Antioquia","Caldas","30833","Hr",630,46
588,"Serpocaulon levigatum",NA,"Albert de Escobar L. et al., 4531","HUA 22012","Colombia, Antioquia, Caldas, vereda la Corrala, bosque húmedo, finca La Zarza.","Colombia","Antioquia","Caldas","30833",NA,631,46
589,"Serpocaulon levigatum",NA,"Albert de Escobar L. & J.R. Giraldo J. 5172a","HUA 23898","Colombia, Antioquia, Caldas, vereda la Corrala, bosque húmedo, finca La Zarza.","Colombia","Antioquia","Caldas","31170",NA,632,46
590,"Serpocaulon levigatum",NA,"Albert de Escobar L. et al., 5241","HUA 25028","Colombia, Antioquia, Caldas, vereda la Corrala, bosque húmedo, finca La Zarza.","Colombia","Antioquia","Caldas","31191",NA,633,46
591,"Serpocaulon levigatum",NA,"Albert de Escobar L. et al., 5870","HUA 26197","Colombia, Antioquia, Caldas, vereda la Corrala, bosque húmedo, finca La Zarza.","Colombia","Antioquia","Caldas","31327",NA,634,46
592,"Serpocaulon levigatum",NA,"Albert de Escobar L. et al., 6005","HUA 27147","Colombia, Antioquia, Caldas, vereda la Corrala, bosque húmedo, finca La Zarza.","Colombia","Antioquia","Caldas","31341",NA,635,46
593,"Serpocaulon levigatum",NA,"Albert de Escobar L. & J.R. Giraldo J. 6712","HUA 28674","Colombia, Antioquia, Caldas, vereda la Corrala, bosque húmedo, finca La Zarza.","Colombia","Antioquia","Caldas","31551",NA,636,46
594,"Serpocaulon levigatum",NA,"Acevedo P. et al., 1405","HUA 40436","Colombia, Antioquia, Yarumal, Llanos de Cuivá, vegetación Páramuna.","Colombia","Antioquia","Yarumal","31627",NA,638,60
595,"Serpocaulon levigatum",NA,"Albert de Escobar L. et al., 6982b","HUA 30660","Colombia, Antioquia, Yarumal, carretera entre Yarumal y Santa Rosa.","Colombia","Antioquia","Yarumal","31639",NA,640,60
596,"Serpocaulon levigatum",NA,"Zarucchi J.L. et al., 4357","HUA 34423","Colombia, Antioquia, Yarumal, ca 5 km WSW of Yarumal, just W of El Peñol, margin of diturbed forest.","Colombia","Antioquia","Yarumal","31746","He",642,60
597,"Serpocaulon levigatum",NA,"Zarucchi J.L. et al., 4633","HUA 39990","Colombia, Antioquia, Medellín, Cerro del Padre Amaya, 6,9 km from Medellín-Santa Fé de Antioquia, highway on road to summit.","Colombia","Antioquia","Medellín","31846",NA,643,48
598,"Serpocaulon levigatum",NA,"Zarucchi J.L. et al., 4633","HUA 39990","Colombia, Antioquia, Medellín, cerro del Padre Amaya, 6,9 km from Medellín-Santa Fé de Antioquia, higway on road to summit.","Colombia","Antioquia","Medellín","31846",NA,644,48
599,"Serpocaulon levigatum",NA,"Escobar L.A. & J.S. Zuluaga 76","HUA 36915","Colombia, Antioquia, Unión, vereda Pantalión, finca Sta. Teresita.","Colombia","Antioquia","Unión","31889","He",645,57
600,"Serpocaulon levigatum",NA,"Fonnegra R. et al., 2231","HUA 37534","Colombia, Antioquia, Granja Forestal Universidad Nacional, antigua carretera Medellín-Guarne.","Colombia","Antioquia","Granja Forestal Universidad Nacional","31920","He",646,48
601,"Serpocaulon levigatum",NA,"Fonnegra R. et al., 2233","HUA 37514","Colombia, Antioquia, Granja Forestal de la Universidad Nacional, antigua carretera Medellín-Guarne.","Colombia","Antioquia","Granja Forestal de la Universidad Nacional","31920","He",649,48
602,"Serpocaulon levigatum",NA,"Callejas R. et al., 3741","HUA 42739","Colombia, Antioquia, Jardín-Río Sucio, bosque humedo premontano, 7 km de Jardín, a orilla de riachuelo.","Colombia","Antioquia","Jardín-Río Sucio","31935","Rup",650,44
603,"Serpocaulon levigatum",NA,"Arbeláez A.L. et al., 111","HUA 47284","Colombia, Antioquia, Sonsón, Páramo de Sonsón.","Colombia","Antioquia","Sonsón","31965","He",651,56
604,"Serpocaulon levigatum",NA,"Arbeláez A.L. et al., 115","HUA 47290","Colombia, Antioquia, Sonsón, carretera Sonsón-Los Medios, bosque al lado del río.","Colombia","Antioquia","Sonsón","31966",NA,652,56
605,"Serpocaulon levigatum",NA,"Zarucchi J.L. et al., 5592","COL 477102","Colombia, Antioquia, Frontino, km 15,5 of road Nutibara-Murri, disturbet wet/very wed montane vegetation, roadside.","Colombia","Antioquia","Frontino","32042","He",653,31
606,"Serpocaulon levigatum",NA,"Arbeláez A.L. et al., 245","HUA 44782","Colombia, Antioquia, Briceño, vereda San Fermín, 2 km despues de Troncal de La Paz sobre desviación a Briseño.","Colombia","Antioquia","Briceño","32091",NA,654,61
607,"Serpocaulon levigatum",1676,"Arbeláez A.L. et al., 293","HUA 54292","Colombia, Antioquia, Valdivia, vereda San Fermín, finca San Fermín, bp-MB.","Colombia","Antioquia","Valdivia","32222","He",655,60
608,"Serpocaulon levigatum",NA,"Arbeláez A.L. et al., 321","HUA 54306","Colombia, Antioquia, Yarumal, vereda El Cedro, sobre la vía Ventanas (Mu. Yarumal)-El Cedro, km 1.9.","Colombia","Antioquia","Yarumal","32225","Rup",656,60
609,"Serpocaulon levigatum",NA,"Callejas R. et al., 6375","HUA 51421","Colombia, Antioquia, Sonsón, vía Sonsón-La Soleda, 1,1 km de la troncal principal, vereda Manzanares.","Colombia","Antioquia","Sonsón","32241","He",657,56
610,"Serpocaulon levigatum",NA,"Zarucchi J.L. et al., 6816","HUA 56671","Colombia, Antioquia, Medellín, cerro del Padre Amaya, 6,9 km from Medellín-Santa Fé","Colombia","Antioquia","Medellín","32285","He",658,48
611,"Serpocaulon levigatum",NA,"Zarucchi J.L. et al., 6846","HUA 56847","Colombia, Antioquia, Medellín, along road Cerro del Padre Amaya, 2,3 km from main Medellín-Santa Fé de Antioquia road. Disturbet montane forest vegetation.","Colombia","Antioquia","Medellín","32285",NA,659,48
612,"Serpocaulon levigatum",NA,"Zarucchi J.L. et al., 6816","COL 399038","Colombia, Antioquia, Medellín, cerro del Padre Amaya, 6,9 km from Medellín-Santa Fé, higt way on road to summit, disturbed montane forest.","Colombia","Antioquia","Medellín","32285","He",660,48
613,"Serpocaulon levigatum",NA,"Zarucchi J.L. et al., 7011","HUA 59807","Colombia, Antioquia, Jardín, vereda Morro Amarillo, Alto de las Flores, ca 5 km of Jardín.","Colombia","Antioquia","Jardín","32446","He",661,44
614,"Serpocaulon levigatum",NA,"Londoño R. et all., 139","HUA 22750","Colombia, Antioquia, Urrao, Páramo de frontino, El Río.","Colombia","Antioquia","Urrao","32446",NA,662,32
615,"Serpocaulon levigatum",NA,"MacDougal & F.J. Roldán 3589","HUA 63507","Colombia, Antioquia, Jardín-Río Sucio, ca 9 km from Jardín, bosque primario o poco perturbado, múy húmedo, y a orillaz del bosque.","Colombia","Antioquia","Jardín-Río Sucio","32537",NA,663,44
616,"Serpocaulon levigatum",NA,"Luteyn J.L. & O. Escobar 13266","COL 362250","Colombia, Antioquia, Yarumal, 1-5 km along road to San Fermín de Briceño, ca 25 kmof Yarumal.","Colombia","Antioquia","Yarumal","32663",NA,664,51
617,"Serpocaulon levigatum",NA,"Luteyn J.L. & O. Escobar 13266","HUA 64936","Colombia, Antioquia, Yarumal, 1-5 km along road to San Fermín de Briceño, ca 25 kmof Yarumal.","Colombia","Antioquia","Yarumal","32663",NA,665,51
618,"Serpocaulon levigatum",2639,"Echeverri D.L. et al., 457","HUA 75409","Colombia, Antioquia, Belmira, vereda El Yerbal, sitio los Patos, margen izquierda del río Chico, alto de Sabanazos, subpáramo.","Colombia","Antioquia","Belmira","33352","He",666,49
619,"Serpocaulon levigatum",NA,"Calle C., D. & S. Muriel R. 99","HUA 80684","Colombia, Antioquia, Medellín, corregimeinto de Santa Elena, vereda Périco.","Colombia","Antioquia","Medellín","33507",NA,667,48
620,"Serpocaulon levigatum",NA,"Tuberquia et al., 55","HUA 85063","Colombia, Antioquia, Medellín, vereda San Cristobal, sector Boquerón, Laguna La Selva.","Colombia","Antioquia","Medellín","33726","He",668,48
621,"Serpocaulon levigatum",NA,"Callejas R. & F.J. Roldán 10493","HUA 86461","Colombia, Antioquia, Sonsón, vereda Chaverras, quebrada El Padre Sanchéz, 4 km SE. De Sonsón, en la vía al municipio de Nariño.","Colombia","Antioquia","Sonsón","33832","He",669,56
622,"Serpocaulon levigatum",NA,"Callejas R. & F.J. Roldán 10506","HUA 83157","Colombia, Antioquia, Sonsón, vereda Chaverras, quebrada El Padre Sanchéz, 4 km SE. De Sonsón, en la vía al municipio de Nariño.","Colombia","Antioquia","Sonsón","33832","He",670,56
623,"Serpocaulon levigatum",2661,"Callejas R. & F.J. Roldán 10671","HUA 83197","Colombia, Antioquia, Sonson, vereda Manzanares abajo, 10 km NE de Sonsón, en la vía que conduce a ""La Soledad"", sitio de colección cerca de la escuela Rural Integrada ""Gregorio Gutierrez Gonzalez"", bosques perturbados.","Colombia","Antioquia","Sonson","33836","He",671,56
624,"Serpocaulon levigatum",NA,"Fonnegra R. et al., 5274","HUA 95037","Colombia, Antioquia, Medellín- Guarne: Parque Ecológico Piedras Blancas, sector Lajas.","Colombia","Antioquia","Medellín- Guarne: Parque Ecológico Piedras Blancas","34657","He",672,48
625,"Serpocaulon levigatum",NA,"Callejas R. & A. Echeverri 11512","HUA 105328","Colombia, Antioquia, Medellín, corregimiento de Santa Elena, vereda del Plan - Piedras Blancas, finca El Naranjal, 18 km SE de Medellín en la via a Santa Elena.","Colombia","Antioquia","Medellín","34887","He",674,48
626,"Serpocaulon levigatum",NA,"Callejas R & A. Echeverri 11567","HUA 104720","Colombia, Antioquia, Medellín, corregimeinto de Santa Elena, vereda El Tambo, antigua vía a cultivos de pino en la ruta a Laguna de Guarne.","Colombia","Antioquia","Medellín","34901","He",675,48
627,"Serpocaulon levigatum",NA,"Gil A. et al., 59","HUA 132498","Colombia, Antioquia, Carmen de Vivoral, corregimiento La Madera, entre torres.","Colombia","Antioquia","Carmen de Vivoral","34979",NA,676,57
628,"Serpocaulon levigatum",NA,"Correa M. et al., 461","JAUM 30366","Colombia, Antioquia, Envigado, vertiente occidental, margen izquierda de la Miel, Fuente de Higerón.","Colombia","Antioquia","Envigado","35173","Hem",677,48
629,"Serpocaulon levigatum",NA,"Posada J.A. et al., 315","HUA 107365","Colombia, Antioquia, Medellín- Guarne: Parque Ecológico Piedras Blancas, Quebrada El Molino.","Colombia","Antioquia","Medellín- Guarne: Parque Ecológico Piedras Blancas","35228",NA,678,48
630,"Serpocaulon levigatum",2450,"Cardona F. et al., 544","HUA 110600","Colombia, Antioquia, Medellín, corregimeinto de Santa Elena.","Colombia","Antioquia","Medellín","35817","He",679,48
631,"Serpocaulon levigatum",NA,"Alzate F. & F. Cardona 492","HUA 123169","Colombia, Antioquia, Medellín, corregimiento de Santa Elena, sector Piedras Blancas.","Colombia","Antioquia","Medellín","35855","He",680,48
632,"Serpocaulon levigatum",NA,"Muñoz M. sn.","HUA 116482","Colombia, Antioquia, Medellín, corregimiento de Santa Elena, sitio Los Naranjos.","Colombia","Antioquia","Medellín","36364","He",681,48
633,"Serpocaulon levigatum",NA,"Rodríguez  W. 3100","JAUM 37452","Colombia, Antioquia, Medellín, corregimeinto de Santa Elena, vereda Mazo, Estación Biodiversidad-CORANTIOQUIA, bocatoma que conduce al pozo de los patos.","Colombia","Antioquia","Medellín","36816","He",682,48
634,"Serpocaulon levigatum",NA,"Rodríguez  W. 3100","COL 458813","Colombia, Antioquia, Medellín, corregimeinto de Santa Elena, vereda Mazo, Estación Biodiversidad-CORANTIOQUIA, bocatoma que conduce al pozo de los patos.","Colombia","Antioquia","Medellín","36816","He",683,48
635,"Serpocaulon levigatum",NA,"Rodríguez  W. 3100","HUA 132174","Colombia, Antioquia, Medellín, corregimeinto de Santa Elena, vereda Mazo, Estación Biodiversidad-CORANTIOQUIA, bocatoma que conduce al pozo de los patos.","Colombia","Antioquia","Medellín","36816","He-Hr",684,48
636,"Serpocaulon levigatum",NA,"Rodríguez W., et al., 3387","HUA 137329","Colombia, Antioquia, Belmira, vereda El Golfo, quebrada El Mogote.","Colombia","Antioquia","Belmira","37424","He",686,49
637,"Serpocaulon levigatum",NA,"Rodríguez W., et al., 3387","JAUM 38641","Colombia, Antioquia, Belmira, vereda El Golfo, quebrada El Mogote.","Colombia","Antioquia","Belmira","37424","He",687,49
638,"Serpocaulon levigatum",NA,"Rodriguez W. & M.Arboleda 3452","HUA 137335","Colombia, Antioquia, Belmira, vereda La Salazar (parte baja), quebrada El Diablo.","Colombia","Antioquia","Belmira","37427","He",688,49
639,"Serpocaulon levigatum",NA,"Rodriguez W. & M.Arboleda 3452","COL 484019","Colombia, Antioquia, Belmira, vereda La Salazar (parte baja), quebrada El Diablo.","Colombia","Antioquia","Belmira","37427","He",689,49
640,"Serpocaulon levigatum",NA,"Rodríguez W. et al., 3387","MEDEL 46599","Colombia, Antioquia, Belmira, vereda El Golfo, quebrada El Mogote.","Colombia","Antioquia","Belmira","37454","He",690,49
641,"Serpocaulon levigatum",NA,"Rodríguez W., et al., 3651","COL 484018","Colombia, Antioquia, Liborina, vereda Barrio Nuevo, margén izquierda de la quebrada La Honda, nacimientos, bh-MB, interior de rastrojo alto.","Colombia","Antioquia","Liborina","37526","He",691,50
642,"Serpocaulon levigatum",NA,"David H. & J. Idarraga 486","HUA 145195","Colombia, Antioquia, Medellín, corregimeinto de Santa Elena, Reserva Natural Montevico, sector Casapalo.","Colombia","Antioquia","Medellín","37667","He",692,48
643,"Serpocaulon levigatum",2765,"Fonnegra R. et al., 8211","HUA 140466","Colombia, Antioquia, Santa Rosa de Osos, vereda Chaquiro, sitio San Andrés de Cuérquia.","Colombia","Antioquia","Santa Rosa de Osos","38058","He",693,59
644,"Serpocaulon levigatum",NA,"Rodríguez W., et al., 4878","HUA 153787","Colombia, Antioquia, Fredonia, vereda Erbe, microcuenca La Chaparrala.","Colombia","Antioquia","Fredonia","38342",NA,694,45
645,"Serpocaulon levigatum",NA,"Rodríguez W., et al., 5011","HUA 153791","Colombia, Antioquia, Jardín, vereda Quebrada Bonita, sector Alto de Ventanas, limites entre Antioquia y Caldas.","Colombia","Antioquia","Jardín","38364","He",695,44
646,"Serpocaulon levigatum",NA,"Rodríguez W., et al., 5475","HUA 154680","Colombia, Antioquia, Bello, corregimiento de San Félix, alto de Las Baldias, sector Antenas de El Colombiano.","Colombia","Antioquia","Bello","38625","He",696,48
647,"Serpocaulon levigatum",NA,"Rodríguez W., et al., 5556","HUA 154692","Colombia, Antioquia, Angelopolis, vereda Romeral, sector Bocatoma, acueducto multiveredal, quebrada Las Animas.","Colombia","Antioquia","Angelopolis","38653","He",697,47
648,"Serpocaulon levigatum",NA,"Rodríguez W., et al., 5881","HUA 158373","Colombia, Antioquia, Medellín, vereda Yarumalito, divisoria de aguas con el municipio de Heliconia, cerca al relleno sanitario ""El Guacal"".","Colombia","Antioquia","Medellín","39015",NA,698,48
649,"Serpocaulon levigatum",2504,"Benavides A.M. & D. Jimenez 4078","HUA 159299","Colombia, Antioquia, Medellín, Parque Regional Arví, bosque Silletero.","Colombia","Antioquia","Medellín","39203","He",699,48
650,"Serpocaulon levigatum",1915,"Sanín D. et al., 5124","COL XXX","Colombia, Antioquia, Urrao, corregimiento de La Encarnación, camino entra el páramo El Almorzadero y poco antes de la cabaña de Calles.","Colombia","Antioquia","Urrao","40755","He",700,30
651,"Serpocaulon levigatum",3106,"Jaramillo-Mejía R. & T. van der Hammen 4149","COL 000336186","Colombia, Boyacá, camino al Alto de Onzaga a Soatá.","Colombia","Boyacá","camino al Alto de Onzaga a Soatá.","24798","Hr",701,79
652,"Serpocaulon levigatum",2951,"Jaramillo-Mejía R. & T. van der Hammen 4248","COL 000336187","Colombia, Boyacá, carretera entre Uvita y Cusagui, Alto de las Borregas.","Colombia","Boyacá","carretera entre Uvita y Cusagui","24800","Hr",702,78
653,"Serpocaulon levigatum",NA,"Mendoza H 1938","COL 000336222","Colombia, Boyacá, Villa de Leyva, vereda La Capilla, cerca de la Antena de radioaficionados.","Colombia","Boyacá","Villa de Leyva","35257","Hr",703,77
654,"Serpocaulon levigatum",NA,"Albert de Escobar L. & J. Brand 2098","HUA 15293","Colombia, Caldas, Pensilvania, vereda Líbano.","Colombia","Caldas","Pensilvania","30143",NA,704,76
655,"Serpocaulon levigatum",NA,"Albert de Escobar L. & J. Brand 2118","HUA 15321","Colombia, Caldas, Pensilvania, vereda Líbano, crece al borde de la Quebrada Negra, entre potrero.","Colombia","Caldas","Pensilvania","30143","He",705,76
656,"Serpocaulon levigatum",NA,"de Fraume M. et al., 598","COL 305171","Colombia, Caldas, Manizales, cordillera Central, Monteleón.","Colombia","Caldas","Manizales","31262",NA,706,53
657,"Serpocaulon levigatum",NA,"de Fraume M. et al., 598","COL 305171","Colombia, Caldas, Manizales, cordillera Central, Monteleón.","Colombia","Caldas","Manizales","31262","He",707,53
658,"Serpocaulon levigatum",NA,"de Fraume M. et al., 598","FAUC 2155","Colombia, Caldas, Manizales, cordillera Central, Monteleón.","Colombia","Caldas","Manizales","31262","He",708,53
659,"Serpocaulon levigatum",NA,"de Fraume M. et al., 598","HUA 62084","Colombia, Caldas, Manizales, cordillera Central, Monteleón.","Colombia","Caldas","Manizales","31262","He",709,53
660,"Serpocaulon levigatum",NA,"Alvear-P. M. & F. Sánchez 628","COL 462744","Colombia, Caldas, Manizales, vereda La Esperanza, Reserva Torre IV, cerca de la quebrada El Diamante, debajo de la carretera hacia Bogotá, parche de bosque ralo, en el borde de quebrada.","Colombia","Caldas","Manizales","36384","He",710,53
661,"Serpocaulon levigatum",NA,"Sanín D. 104","HUQ 29530","Colombia, Caldas, Manizales, Reserva Río Blanco.","Colombia","Caldas","Manizales","38057","Rup",711,53
662,"Serpocaulon levigatum",NA,"Sanín D. 768","FAUC 15161","Colombia, Caldas, Neira, vereda Manga Bonita, finca San Juan","Colombia","Caldas","Neira","38239","He",712,54
663,"Serpocaulon levigatum",1486,"Sanín D. 2805","HUA XX","Colombia, Caldas, Riosucio, vereda El Claren, corregimiento de Bonafon, Finca El Mirador.","Colombia","Caldas","Riosucio","39111","He",713,43
664,"Serpocaulon levigatum",NA,"Sanín D. et al., 2199","FAUC XXX","Colombia, Caldas, Villamaría, vereda Alto del Castillo, Finca La Palma.","Colombia","Caldas","Villamaría","39526",NA,714,53
665,"Serpocaulon levigatum",NA,"Coca L.F. & C.A. Duque-Buitrago 66","FAUC XXX","Colombia, Caldas, Aránzazu, vereda El Diamante, finca El Porvenir.","Colombia","Caldas","Aránzazu","40016","He",715,55
666,"Serpocaulon levigatum",NA,"Sanín D. et al., 3315","FAUC XXX","Colombia, Caldas, Manizales, Villamaría, vereda Montaño, finca San Antonio, relicto nor-oriente de la casa.","Colombia","Caldas","Manizales","40032","Hr",716,53
667,"Serpocaulon levigatum",NA,"Sanín D. et al., 5700","FAUC XXX","Colombia, Caldas, Manizales, Cerro San Cancio, base izquierda de la vía, regeneración avanzada.","Colombia","Caldas","Manizales","41123","He",717,53
668,"Serpocaulon levigatum",1743,"Killip E.P. 38464","COL 24855","Colombia, Cauca, La Capilla, 25 km al norte de Popayán.","Colombia","Cauca","La Capilla","16216",NA,718,21
669,"Serpocaulon levigatum",2098,"Grant M.L. 10658","COL 000336212","Colombia, Cauca, 5 km east of Timbío.","Colombia","Cauca","5 km east of Timbío.","16435",NA,719,16
670,"Serpocaulon levigatum",2712,"Espinal S & J.E. Ramos 3200","CUVC 3672","Colombia, Cauca, Munchique.","Colombia","Cauca","Munchique.","31721",NA,720,19
671,"Serpocaulon levigatum",NA,"Prado M. & N. Pinilla 67","CAUP 5876","Colombia, Cauca, Tambo, cuenca alta del río Sucio-Patía, vereda Munchique, camino hacia Carpinterías.","Colombia","Cauca","Tambo","34231","He",721,18
672,"Serpocaulon levigatum",NA,"Becking M.L. et al., 1542","COL 365202","Colombia, Cauca, Argelia, cuch. Naranjal, cuenca Guitara (Micay), robledal Andino.","Colombia","Cauca","Argelia","34551",NA,722,15
673,"Serpocaulon levigatum",NA,"Gonzalez C. 1027","CAUP 5571","Colombia, Cauca, Toribio.","Colombia","Cauca","Toribio.","36008","He",723,22
674,"Serpocaulon levigatum",1660,"Ribera-Díaz O. et al., 970","COL 000336247","Colombia, Cauca, Inza, vereda El Carmen, entre la vía Popayán-Inza, en inmediaciones entre las torres 162 y 164.","Colombia","Cauca","Inza","36123",NA,724,36
675,"Serpocaulon levigatum",NA,"Diaz S.L. & C. Alcázar 51","CAUP 15243","Colombia, Cauca, Puracé, vía Popayán-Puracé, orilla de la Carretera.","Colombia","Cauca","Puracé","36324","He",725,17
676,"Serpocaulon levigatum",NA,"Casañas Súarez O.L. 563","CAUP 7130","Colombia, Cauca, Tambo, Parque Nacional Natural Munchique, La Romelia.","Colombia","Cauca","Tambo","36796","He",726,18
677,"Serpocaulon levigatum",NA,"Muñoz E.L. 699","CAUP 17557","Colombia, Cauca, Popayán, Quintana, vereda San Pedro.","Colombia","Cauca","Popayán","37391","He",727,17
678,"Serpocaulon levigatum",NA,"Sandoval C.L. et al., 159","CAUP 16982","Colombia, Cauca, Popayán, Quintana,Cerro Pusná.","Colombia","Cauca","Popayán","37703","He",728,17
679,"Serpocaulon levigatum",NA,"Aguilar J.A. 723","CAUP 15194","Colombia, Cauca, Bolívar, corregimiento de Los Milagros, en limites con Nariño, ascenso al Páramo de Granadillos.","Colombia","Cauca","Bolívar","37865","He",729,11
680,"Serpocaulon levigatum",NA,"Muñoz E.L. et al., 1739","CAUP 18443","Colombia, Cauca, Inza, vereda Río Sucio, Jardín Botánico Las Delicias.","Colombia","Cauca","Inza","37882","He",730,20
681,"Serpocaulon levigatum",1896,"Forero E. 2256","COL 000336364","Colombia, Chocó, carretera Anserma Nuevo-San Jose del palmar, limite con el Valle del Cauca, Alto del Galapago.","Colombia","Chocó","carretera Anserma Nuevo-San Jose del palmar","28000","Hr",731,28
682,"Serpocaulon levigatum",1539,"Díaz S. 3708","COL 242759","Colombia, Chocó, San José del Palmar, vereda Corcovados, La Esperanza.","Colombia","Chocó","San José del Palmar","30335","He",732,28
683,"Serpocaulon levigatum",2623,"Huertas G. & L. Camargo 5053","COL 000336293","Colombia, Cundinamarca, Cordillera Oriental, Facatativa, Los Alpes.","Colombia","Cundinamarca","Cordillera Oriental","22384","He",733,73
684,"Serpocaulon levigatum",1433,"Garcia-Barriga H. 20472","COL 000336376","Colombia, Cundinamarca, Sasaima, vereda de Guane, entre los ríos Gualibá y Guane.","Colombia","Cundinamarca","Sasaima","27040","Rup",734,73
685,"Serpocaulon levigatum",3312,"Acosta-Arteaga C.E. et al., 106","COL 0003336291","Colombia, Cundinamarca, km 60 y 61, de la carretera Guasca.Gachetá.","Colombia","Cundinamarca","km 60 y 61","27051",NA,735,72
686,"Serpocaulon levigatum",2781,"Acosta-Arteaga C.E. et al., 449","MEDEL 16199","Colombia, Cundinamarca, Usaquén, camino de La Calera.","Colombia","Cundinamarca","Usaquén","27188",NA,736,70
687,"Serpocaulon levigatum",2191,"Díaz S. 3145","COL 000336262","Colombia, Cundinamarca, San Bernardo, vereda Santa Rita.","Colombia","Cundinamarca","San Bernardo","29792","He",737,67
